Id,realDonaldTrump
541,False
542,False
543,False
544,False
545,True
546,True
547,True
548,False
549,False
550,True
551,False
552,False
553,False
554,True
555,True
556,False
557,False
558,True
559,True
560,True
561,False
562,True
563,False
564,False
565,False
566,False
567,True
568,False
569,True
570,False
571,False
572,True
573,True
574,False
575,False
576,True
577,False
578,True
579,True
580,False
581,True
582,False
583,True
584,True
585,False
586,True
587,True
588,True
589,True
590,False
591,True
592,True
593,False
594,False
595,True
596,False
597,False
598,False
599,True
600,False
601,True
602,True
603,False
604,True
605,False
606,True
607,False
608,True
609,True
610,True
611,False
612,True
613,False
614,True
615,False
616,True
617,True
618,False
619,True
620,False
621,False
622,True
623,True
624,False
625,True
626,False
627,True
628,True
629,True
630,False
631,False
632,False
633,True
634,True
635,False
636,False
637,False
638,False
639,False
640,False
641,False
642,True
643,False
644,False
645,True
646,True
647,True
648,True
649,False
650,False
651,True
652,False
653,False
654,False
655,True
656,True
657,False
658,True
659,False
660,False
661,True
662,False
663,True
664,False
665,True
666,False
667,False
668,True
669,True
670,False
671,False
672,True
673,True
674,True
675,False
676,False
677,False
678,False
679,False
680,True
681,True
682,False
683,False
684,False
685,True
686,False
687,False
688,False
689,True
690,False
691,False
692,False
693,True
694,False
695,True
696,False
697,True
698,True
699,True
700,False
701,True
702,True
703,True
704,False
705,True
706,False
707,True
708,True
709,False
710,False
711,False
712,False
713,False
714,False
715,True
716,True
717,True
718,True
719,True
720,True
721,False
722,True
723,False
724,False
725,True
726,False
727,True
728,True
729,False
730,True
731,False
732,False
733,True
734,True
735,True
736,False
737,True
738,False
739,True
740,False
741,False
742,False
743,True
744,True
745,False
746,True
747,False
748,False
749,True
750,False
751,True
752,False
753,True
754,True
755,True
756,False
757,True
758,False
759,False
760,True
761,False
762,False
763,False
764,True
765,False
766,False
767,False
768,True
769,False
770,True
771,False
772,True
773,True
774,True
775,False
776,True
777,False
778,False
779,True
780,True
781,True
782,False
783,False
784,True
785,True
786,False
787,True
788,False
789,False
790,False
791,True
792,False
793,True
794,True
795,True
796,True
797,True
798,True
799,False
800,False
801,False
802,False
803,False
804,True
805,True
806,True
807,True
808,False
809,True
810,False
811,False
812,False
813,False
814,True
815,False
816,True
817,True
818,False
819,False
820,True
821,False
822,True
823,False
824,True
825,True
826,True
827,False
828,True
829,False
830,True
831,True
832,True
833,False
834,True
835,False
836,True
837,True
838,True
839,False
840,False
841,False
842,True
843,False
844,False
845,False
846,True
847,False
848,True
849,True
850,False
851,True
852,True
853,False
854,True
855,True
856,True
857,False
858,True
859,False
860,True
861,False
862,True
863,False
864,False
865,False
866,True
867,False
868,True
869,False
870,False
871,False
872,True
873,False
874,True
875,True
876,True
877,False
878,True
879,False
880,True
881,True
882,False
883,True
884,True
885,True
886,True
887,False
888,True
889,False
890,False
891,True
892,True
893,False
894,False
895,True
896,True
897,True
898,False
899,False
900,True
901,False
902,False
903,True
904,True
905,False
906,False
907,False
908,False
909,True
910,False
911,True
912,True
913,False
914,True
915,False
916,False
917,False
918,False
919,True
920,False
921,True
922,True
923,True
924,True
925,True
926,True
927,True
928,True
929,False
930,True
931,True
932,False
933,True
934,True
935,True
936,True
937,True
938,True
939,False
940,True
941,False
942,True
943,True
944,False
945,False
946,True
947,True
948,True
949,True
950,False
951,True
952,False
953,True
954,False
955,True
956,False
957,False
958,False
959,False
960,True
961,True
962,False
963,False
964,False
965,True
966,False
967,True
968,False
969,False
970,True
971,False
972,False
973,False
974,True
975,True
976,True
977,False
978,False
979,False
980,True
981,False
982,True
983,False
984,False
985,True
986,False
987,False
988,True
989,False
990,True
991,True
992,False
993,False
994,False
995,False
996,False
997,False
998,False
999,True
1000,False
1001,False
1002,False
1003,False
1004,False
1005,False
1006,True
1007,False
1008,True
1009,True
1010,True
1011,True
1012,True
1013,True
1014,True
1015,False
1016,False
1017,True
1018,True
1019,True
1020,False
1021,True
1022,True
1023,True
1024,False
1025,False
1026,False
1027,False
1028,True
1029,False
1030,True
1031,False
1032,True
1033,False
1034,True
1035,True
1036,True
1037,False
1038,False
1039,True
1040,False
1041,True
1042,True
1043,False
1044,False
1045,True
1046,True
1047,False
1048,True
1049,True
1050,False
1051,True
1052,True
1053,False
1054,True
1055,True
1056,True
1057,True
1058,False
1059,True
1060,True
1061,False
1062,False
1063,False
1064,False
1065,False
1066,False
1067,False
1068,True
1069,True
1070,False
1071,False
1072,True
1073,False
1074,False
1075,True
1076,False
1077,True
1078,True
1079,False
1080,True
1081,False
1082,True
1083,True
1084,False
1085,False
1086,True
1087,True
1088,True
1089,True
1090,True
1091,True
1092,False
1093,True
1094,False
1095,True
1096,True
1097,True
1098,False
1099,False
1100,True
1101,False
1102,True
1103,False
1104,True
1105,False
1106,True
1107,True
1108,False
1109,False
1110,False
1111,False
1112,False
1113,True
1114,False
1115,True
1116,True
1117,True
1118,True
1119,False
1120,False
1121,True
1122,True
1123,True
1124,False
1125,False
1126,False
1127,False
1128,False
1129,False
1130,True
1131,False
1132,True
1133,True
1134,True
1135,True
1136,True
1137,True
1138,False
1139,True
1140,False
1141,False
1142,True
1143,False
1144,True
1145,True
1146,True
1147,False
1148,False
1149,False
1150,False
1151,True
1152,True
1153,True
1154,False
1155,True
1156,False
1157,True
1158,True
1159,True
1160,True
1161,True
1162,False
1163,False
1164,False
1165,False
1166,True
1167,False
1168,False
1169,True
1170,True
1171,False
1172,False
1173,True
1174,True
1175,False
1176,True
1177,True
1178,True
1179,True
1180,False
1181,False
1182,False
1183,False
1184,True
1185,False
1186,True
1187,True
1188,True
1189,True
1190,True
1191,False
1192,False
1193,True
1194,True
1195,False
1196,True
1197,True
1198,True
1199,True
1200,False
1201,False
1202,True
1203,False
1204,False
1205,True
1206,False
1207,True
1208,True
1209,True
1210,False
1211,False
1212,True
1213,True
1214,False
1215,False
1216,True
1217,True
1218,False
1219,True
1220,False
1221,True
1222,True
1223,True
1224,True
1225,True
1226,False
1227,False
1228,False
1229,True
1230,True
1231,True
1232,True
1233,False
1234,False
1235,True
1236,True
1237,False
1238,True
1239,False
1240,False
1241,False
1242,True
1243,True
1244,True
1245,True
1246,True
1247,True
1248,True
1249,False
1250,True
1251,True
1252,True
1253,True
1254,True
1255,True
1256,True
1257,True
1258,False
1259,True
1260,True
1261,True
1262,True
1263,False
1264,True
1265,True
1266,True
1267,True
1268,False
1269,False
1270,False
1271,True
1272,False
1273,False
1274,False
1275,False
1276,True
1277,True
1278,False
1279,True
1280,False
1281,False
1282,False
1283,True
1284,False
1285,True
1286,False
1287,False
1288,False
1289,True
1290,False
1291,True
1292,False
1293,False
1294,True
1295,False
1296,True
1297,True
1298,True
1299,True
1300,True
1301,False
1302,True
1303,False
1304,True
1305,True
1306,False
1307,True
1308,True
1309,False
1310,True
1311,True
1312,False
1313,True
1314,False
1315,False
1316,False
1317,True
1318,True
1319,True
1320,False
1321,True
1322,True
1323,True
1324,True
1325,False
1326,False
1327,False
1328,False
1329,True
1330,True
1331,True
1332,True
1333,True
1334,True
1335,False
1336,True
1337,True
1338,False
1339,True
1340,True
1341,False
1342,True
1343,False
1344,True
1345,False
1346,True
1347,True
1348,False
1349,False
1350,True
1351,True
1352,False
1353,False
1354,False
1355,False
1356,True
1357,False
1358,False
1359,False
1360,False
1361,True
1362,True
1363,True
1364,False
1365,False
1366,False
1367,False
1368,True
1369,False
1370,True
1371,False
1372,True
1373,True
1374,True
1375,True
1376,False
1377,True
1378,True
1379,True
1380,True
1381,False
1382,False
1383,False
1384,True
1385,True
1386,True
1387,True
1388,True
1389,False
1390,True
1391,False
1392,False
1393,True
1394,False
1395,True
1396,False
1397,False
1398,True
1399,False
1400,True
1401,True
1402,True
1403,True
1404,False
1405,True
1406,True
1407,False
1408,False
1409,True
1410,False
1411,False
1412,True
1413,False
1414,True
1415,True
1416,False
1417,False
1418,True
1419,False
1420,False
1421,True
1422,True
1423,False
1424,True
1425,True
1426,True
1427,False
1428,True
1429,True
1430,False
1431,True
1432,True
1433,False
1434,False
1435,False
1436,True
1437,True
1438,True
1439,True
1440,True
1441,True
1442,True
1443,False
1444,False
1445,True
1446,True
1447,True
1448,True
1449,True
1450,False
1451,False
1452,False
1453,False
1454,False
1455,True
1456,False
1457,False
1458,False
1459,True
1460,False
1461,True
1462,False
1463,True
1464,False
1465,True
1466,False
1467,False
1468,True
1469,False
1470,True
1471,False
1472,False
1473,False
1474,True
1475,False
1476,True
1477,False
1478,False
1479,False
1480,True
1481,True
1482,True
1483,True
1484,False
1485,True
1486,False
1487,True
1488,False
1489,False
1490,True
1491,True
1492,False
1493,True
1494,True
1495,True
1496,True
1497,True
1498,False
1499,False
1500,False
1501,True
1502,False
1503,False
1504,True
1505,True
1506,False
1507,False
1508,False
1509,False
1510,True
1511,True
1512,False
1513,True
1514,False
1515,False
1516,True
1517,True
1518,False
1519,False
1520,True
1521,False
1522,False
1523,True
1524,False
1525,False
1526,True
1527,True
1528,True
1529,True
1530,False
1531,False
1532,False
1533,False
1534,False
1535,True
1536,False
1537,False
1538,False
1539,False
1540,True
1541,True
1542,False
1543,True
1544,True
1545,True
1546,False
1547,True
1548,True
1549,True
1550,True
1551,False
1552,True
1553,False
1554,True
1555,False
1556,False
1557,True
1558,True
1559,True
1560,False
1561,False
1562,False
1563,False
1564,False
1565,False
1566,True
1567,True
1568,True
1569,False
1570,False
1571,False
1572,True
1573,True
1574,False
1575,True
1576,True
1577,True
1578,False
1579,True
1580,True
1581,False
1582,False
1583,True
1584,False
1585,True
1586,False
1587,True
1588,True
1589,True
1590,True
1591,False
1592,True
1593,False
1594,False
1595,False
1596,False
1597,True
1598,True
1599,True
1600,False
1601,False
1602,True
1603,True
1604,False
1605,False
1606,False
1607,False
1608,False
1609,True
1610,False
1611,False
1612,True
1613,False
1614,True
1615,False
1616,False
1617,True
1618,False
1619,False
1620,False
1621,True
1622,False
1623,True
1624,True
1625,False
1626,True
1627,False
1628,False
1629,True
1630,False
1631,False
1632,True
1633,False
1634,True
1635,False
1636,True
1637,True
1638,True
1639,True
1640,True
1641,True
1642,False
1643,False
1644,True
1645,False
1646,True
1647,True
1648,True
1649,True
1650,True
1651,False
1652,False
1653,False
1654,False
1655,True
1656,True
1657,False
1658,True
1659,True
1660,True
1661,True
1662,True
1663,True
1664,True
1665,True
1666,False
1667,False
1668,True
1669,True
1670,True
1671,True
1672,True
1673,False
1674,True
1675,False
1676,False
1677,True
1678,True
1679,True
1680,True
1681,True
1682,False
1683,False
1684,False
1685,True
1686,False
1687,False
1688,False
1689,False
1690,False
1691,True
1692,True
1693,False
1694,False
1695,True
1696,False
1697,True
1698,False
1699,True
1700,False
1701,False
1702,False
1703,False
1704,False
1705,True
1706,False
1707,False
1708,True
1709,True
1710,False
1711,False
1712,False
1713,True
1714,False
1715,True
1716,False
1717,False
1718,False
1719,False
1720,True
1721,False
1722,True
1723,True
1724,False
1725,False
1726,True
1727,True
1728,False
1729,True
1730,False
1731,False
1732,True
1733,True
1734,True
1735,False
1736,False
1737,False
1738,True
1739,True
1740,False
1741,True
1742,True
1743,True
1744,False
1745,False
1746,True
1747,True
1748,False
1749,False
1750,True
1751,True
1752,True
1753,False
1754,False
1755,True
1756,False
1757,True
1758,False
1759,True
1760,True
1761,False
1762,False
1763,False
1764,True
1765,False
1766,False
1767,True
1768,False
1769,True
1770,False
1771,True
1772,False
1773,False
1774,False
1775,True
1776,True
1777,True
1778,True
1779,True
1780,True
1781,True
1782,True
1783,True
1784,False
1785,True
1786,True
1787,True
1788,False
1789,False
1790,True
1791,False
1792,True
1793,False
1794,True
1795,False
1796,False
1797,True
1798,True
1799,False
1800,False
1801,False
1802,False
1803,True
1804,True
1805,False
1806,False
1807,True
1808,True
1809,True
1810,True
1811,False
1812,False
1813,False
1814,True
1815,False
1816,True
1817,False
1818,True
1819,False
1820,True
1821,True
1822,True
1823,True
1824,False
1825,False
1826,True
1827,False
1828,False
1829,True
1830,True
1831,False
1832,False
1833,False
1834,False
1835,False
1836,True
1837,False
1838,False
1839,False
1840,False
1841,False
1842,True
1843,False
1844,True
1845,True
1846,True
1847,False
1848,True
1849,True
1850,True
1851,False
1852,True
1853,True
1854,True
1855,False
1856,False
1857,False
1858,False
1859,False
1860,True
1861,True
1862,True
1863,False
1864,True
1865,False
1866,True
1867,True
1868,True
1869,False
1870,True
1871,False
1872,True
1873,False
1874,False
1875,False
1876,True
1877,True
1878,False
1879,False
1880,False
1881,False
1882,True
1883,True
1884,True
1885,True
1886,True
1887,False
1888,True
1889,False
1890,False
1891,False
1892,False
1893,True
1894,True
1895,False
1896,True
1897,True
1898,True
1899,True
1900,True
1901,False
1902,True
1903,True
1904,False
1905,True
1906,True
1907,True
1908,True
1909,False
1910,False
1911,False
1912,False
1913,True
1914,False
1915,False
1916,False
1917,True
1918,False
1919,False
1920,True
1921,False
1922,False
1923,False
1924,False
1925,True
1926,True
1927,False
1928,True
1929,False
1930,False
1931,True
1932,False
1933,True
1934,True
1935,False
1936,True
1937,False
1938,False
1939,False
1940,True
1941,False
1942,False
1943,False
1944,True
1945,False
1946,True
1947,True
1948,True
1949,True
1950,False
1951,False
1952,False
1953,True
1954,False
1955,True
1956,True
1957,False
1958,True
1959,False
1960,False
1961,True
1962,True
1963,True
1964,True
1965,True
1966,True
1967,True
1968,False
1969,False
1970,False
1971,False
1972,False
1973,True
1974,False
1975,False
1976,True
1977,True
1978,False
1979,True
1980,False
1981,True
1982,False
1983,False
1984,False
1985,False
1986,False
1987,False
1988,False
1989,False
1990,True
1991,True
1992,False
1993,False
1994,False
1995,True
1996,True
1997,False
1998,True
1999,False
2000,False
2001,False
2002,True
2003,True
2004,True
2005,False
2006,False
2007,False
2008,False
2009,True
2010,False
2011,True
2012,False
2013,False
2014,True
2015,True
2016,False
2017,True
2018,False
2019,True
2020,False
2021,False
2022,False
2023,True
2024,True
2025,False
2026,False
2027,True
2028,False
2029,True
2030,False
2031,True
2032,True
2033,False
2034,True
2035,False
2036,False
2037,True
2038,False
2039,False
2040,False
2041,False
2042,True
2043,True
2044,True
2045,True
2046,True
2047,False
2048,True
2049,False
2050,False
2051,True
2052,True
2053,True
2054,True
2055,True
2056,False
2057,True
2058,True
2059,True
2060,True
2061,True
2062,False
2063,False
2064,True
2065,False
2066,False
2067,False
2068,False
2069,True
2070,True
2071,False
2072,False
2073,False
2074,False
2075,False
2076,True
2077,True
2078,False
2079,True
2080,False
2081,True
2082,True
2083,False
2084,False
2085,True
2086,False
2087,True
2088,False
2089,False
2090,False
2091,True
2092,False
2093,True
2094,True
2095,False
2096,False
2097,False
2098,False
2099,True
2100,True
2101,True
2102,True
2103,False
2104,False
2105,True
2106,True
2107,True
2108,False
2109,False
2110,False
2111,False
2112,True
2113,True
2114,False
2115,False
2116,False
2117,False
2118,False
2119,False
2120,False
2121,False
2122,False
2123,True
2124,True
2125,False
2126,True
2127,True
2128,False
2129,True
2130,False
2131,True
2132,False
2133,True
2134,False
2135,False
2136,True
2137,False
2138,True
2139,False
2140,False
2141,False
2142,False
2143,False
2144,False
2145,False
2146,True
2147,False
2148,True
2149,False
2150,False
2151,False
2152,False
2153,False
2154,False
2155,True
2156,False
2157,True
2158,True
2159,True
2160,False
2161,False
2162,False
2163,False
2164,True
2165,True
2166,True
2167,True
2168,False
2169,True
2170,True
2171,False
2172,False
2173,False
2174,True
2175,True
2176,False
2177,True
2178,True
2179,True
2180,True
2181,True
2182,True
2183,True
2184,False
2185,True
2186,True
2187,False
2188,True
2189,True
2190,False
2191,False
2192,True
2193,False
2194,False
2195,True
2196,True
2197,False
2198,False
2199,False
2200,True
2201,False
2202,True
2203,True
2204,True
2205,True
2206,True
2207,True
2208,True
2209,True
2210,False
2211,True
2212,True
2213,True
2214,False
2215,True
2216,False
2217,True
2218,True
2219,False
2220,False
2221,True
2222,False
2223,True
2224,False
2225,False
2226,True
2227,True
2228,True
2229,True
2230,True
2231,False
2232,False
2233,True
2234,False
2235,False
2236,False
2237,True
2238,True
2239,False
2240,True
2241,False
2242,True
2243,False
2244,False
2245,True
2246,True
2247,False
2248,False
2249,False
2250,True
2251,False
2252,False
2253,False
2254,True
2255,True
2256,False
2257,False
2258,False
2259,False
2260,False
2261,True
2262,True
2263,True
2264,False
2265,False
2266,True
2267,False
2268,True
2269,False
2270,True
2271,True
2272,True
2273,True
2274,False
2275,True
2276,False
2277,True
2278,True
2279,False
2280,False
2281,False
2282,True
2283,False
2284,True
2285,False
2286,False
2287,False
2288,False
2289,True
2290,False
2291,False
2292,False
2293,False
2294,False
2295,True
2296,False
2297,False
2298,True
2299,False
2300,True
2301,False
2302,False
2303,False
2304,False
2305,False
2306,True
2307,True
2308,False
2309,True
2310,False
2311,False
2312,False
2313,True
2314,True
2315,False
2316,True
2317,True
2318,True
2319,False
2320,False
2321,False
2322,True
2323,False
2324,True
2325,False
2326,True
2327,False
2328,False
2329,False
2330,True
2331,False
2332,False
2333,True
2334,False
2335,True
2336,False
2337,False
2338,False
2339,True
2340,True
2341,False
2342,False
2343,False
2344,False
2345,True
2346,False
2347,False
2348,False
2349,True
2350,False
2351,True
2352,False
2353,False
2354,False
2355,True
2356,False
2357,False
2358,True
2359,False
2360,False
2361,False
2362,True
2363,False
2364,False
2365,False
2366,True
2367,False
2368,True
2369,False
2370,False
2371,False
2372,False
2373,True
2374,False
2375,False
2376,True
2377,False
2378,False
2379,False
2380,False
2381,False
2382,False
2383,False
2384,False
2385,False
2386,True
2387,True
2388,False
2389,False
2390,False
2391,False
2392,False
2393,False
2394,True
2395,False
2396,True
2397,True
2398,False
2399,False
